code,name,category
2166,MICメディカル,サービス業
2167,ウェブマネー,サービス業
2168,パソナグループ,サービス業
2169,CDS,サービス業
2170,リンクアンドモチベーション,サービス業
2172,インサイト,サービス業
2173,博展,サービス業
2174,GCA,サービス業
2175,エス・エム・エス,サービス業
2176,イナリサーチ,サービス業
2177,ベンチャーリパブリック,サービス業
2178,トライステージ,サービス業
2179,成学社,サービス業
2180,サニーサイドアップグループ,サービス業
2181,パーソル HD,サービス業
2182,メディサイエンスプラニング,サービス業
2183,リニカル,サービス業
2185,シイエム・シイ,サービス業
2186,ソーバル,サービス業
2189,バディーグループ,サービス業
2190,JCLバイオアッセイ,サービス業
2191,テラ,サービス業
2193,クックパッド,サービス業
2195,アミタ HD,サービス業
2196,エスクリ,サービス業
2198,アイ・ケイ・ケイ HD,サービス業
2201,森永製菓,食料品
2202,Meiji Seikaファルマ,食料品
2204,中村屋,食料品
2206,江崎グリコ,食料品
2207,meito,食料品
2208,ブルボン,食料品
2209,井村屋グループ,食料品
2211,不二家,食料品
2212,山崎製パン,食料品
2215,第一屋製パン,食料品
2216,カンロ,食料品
2217,モロゾフ,食料品
2218,日糧製パン,食料品
2220,亀田製菓,食料品
2221,岩塚製菓,食料品
2222,寿スピリッツ,食料品
2224,コモ,食料品
2226,湖池屋,食料品
2228,シベール,食料品
2229,カルビー,食料品
2230,五洋食品産業,食料品
2261,明治,食料品
2262,雪印乳業,食料品
2264,森永乳業,食料品
2266,六甲バター,食料品
2267,ヤクルト本社,食料品
2268,B-Rサーティワンアイスクリーム,食料品
2269,明治 HD,食料品
2270,雪印メグミルク,食料品
2281,プリマハム,食料品
2282,日本ハム,食料品
2284,伊藤ハム,食料品
2286,林兼産業,食料品
2288,丸大食品,食料品
2289,相模ハム,食料品
2290,米久,食料品
2291,福留ハム,食料品
2292,エスフーズ,食料品
2293,滝沢ハム,食料品
2294,柿安本店,食料品
2296,伊藤ハム米久 HD,食料品
2300,きょくとう,サービス業
2301,学情,サービス業
2303,ドーン,情報・通信業
2304,CSS HD,サービス業
2305,スタジオアリス,サービス業
2306,TOKAIコミュニケーションズ,サービス業
2307,クロスキャット,情報・通信業
2309,シミック HD,サービス業
2310,イーシー・ワン,サービス業
2311,エプコ,サービス業
2315,CAICA DIGITAL,情報・通信業
2317,システナ,情報・通信業
2318,クレスト・インベストメンツ,サービス業
2321,ソフトフロント HD,情報・通信業
2322,NECフィールディング,サービス業
2323,fonfun,情報・通信業
2325,NJS,サービス業
2326,デジタルアーツ,情報・通信業
2327,日鉄ソリューションズ,情報・通信業
2329,東北新社,情報・通信業
2330,フォーサイド,情報・通信業
2331,ALSOK,サービス業
2332,クエスト,情報・通信業
2333,ジー・モード,サービス業
2334,イオレ,サービス業
2335,キューブシステム,情報・通信業
2337,いちご,サービス業
2338,クオンタムソリューションズ,情報・通信業
2340,極楽湯 HD,サービス業
2341,アルバイトタイムス,サービス業
2342,トランスジェニックグループ,サービス業
2344,平安レイサービス,サービス業
2345,クシム,情報・通信業
2347,シブヤテレビジョングループ,サービス業
2349,エヌアイデイ,情報・通信業
2351,ASJ,情報・通信業
2352,WOW WORLD,情報・通信業
2353,日本駐車場開発,不動産業
2354,YE DIGITAL,情報・通信業
2355,SBIネットシステムズ,サービス業
2356,TCB HD,サービス業
2359,コア,情報・通信業
2360,ウィーヴ,サービス業
2362,夢真 HD,サービス業
2363,モック,サービス業
2368,洛王セレモニー,サービス業
2369,メディビックグループ,サービス業
2370,メディネット,サービス業
2371,カカクコム,サービス業
2372,アイロムグループ,サービス業
2373,ケア21,サービス業
2374,セントケア・ホールディング,サービス業
2375,ギグワークス,サービス業
2376,サイネックス,サービス業
2378,ルネサンス,サービス業
2379,ディップ,サービス業
2384,SBS HD,陸運業
2385,総医研 HD,サービス業
2388,ウェッジ HD,その他金融業
2389,デジタル HD,サービス業
2391,プラネット,サービス業
2392,セキュアード・キャピタル・ジャパン,サービス業
2393,日本ケアサプライ,サービス業
2394,ジェイ・エー・エー,サービス業
2395,新日本科学,サービス業
2396,パソナテック,サービス業
2397,DNAチップ研究所,サービス業
2398,ツクイ HD,サービス業
2399,綜合臨床 HD,サービス業
2400,SOMPOケアメッセージ,サービス業
2402,アマナ,サービス業
2403,リンク・ワン,サービス業
2404,鉄人化 HD,サービス業
2405,フジコー,サービス業
2406,アルテサロン HD,サービス業
2408,KG情報,サービス業
2409,ネクストジャパン HD,サービス業
2410,キャリアデザインセンター,サービス業
2411,ゲンダイエージェンシー,情報・通信業
2412,ベネフィット・ワン,サービス業
2413,エムスリー,サービス業
2414,塩見 HD,サービス業
2415,ヒューマン HD,サービス業
2416,ローソンエンターメディア,小売業
2417,ZWEI,サービス業
2418,ツカダ・グローバルホールディング,サービス業
2419,日本ERI,サービス業
2420,CHINTAI,サービス業
2423,ジェイエムテクノロジー,サービス業
2424,ブラス,サービス業
2425,ケアサービス,サービス業
2426,ピーアンドピー,サービス業
2427,BREXA Next,サービス業
2428,ウェルネット,サービス業
2429,ワールド HD,サービス業
2430,デジタルスケープ,サービス業
2431,日本テクシード,サービス業
2432,ディー・エヌ・エー,サービス業
2433,博報堂DY HD,サービス業
2434,高砂丸誠エンジニアリングサービス,サービス業
2435,シダー,サービス業
2436,共同ピーアール,サービス業
2437,Shinwa Wise HD,サービス業
2438,アスカネット,サービス業
2440,ぐるなび,サービス業
2444,セレブリックス,サービス業
2445,タカミヤ,サービス業
2446,ゼンケン HD,サービス業
2447,太陽商会,サービス業
2449,プラップジャパン,サービス業
2450,一休,サービス業
2451,メディアクリエイト,サービス業
2453,ジャパンベストレスキューシステム,サービス業
2454,オールアバウト,サービス業
2458,夢テクノロジー,サービス業
2459,アウンコンサルティング,サービス業
2460,アプレシオ,サービス業
2461,ファンコミュニケーションズ,サービス業
2462,ライク,サービス業
2463,シニアコミュニケーション,サービス業
2464,AobaーBBT,サービス業
2466,PGM HD,サービス業
2467,VLCセキュリティ,サービス業
2468,フュートレック,サービス業
2469,ヒビノ,サービス業
2471,エスプール,サービス業
2475,WDB HD,サービス業
2477,手間いらず,サービス業
2478,イデラキャピタルマネジメント,サービス業
2479,ジェイテック,サービス業
2480,システム・ロケーション,サービス業
2481,タウンニュース社,サービス業
2483,翻訳センター,サービス業
2484,出前館,情報・通信業
2485,ティア,サービス業
2487,CDG,サービス業
2488,JTP,サービス業
2489,アドウェイズ,サービス業
2490,アミタ,サービス業
2491,バリューコマース,サービス業
2492,インフォマート,サービス業
2493,イーサポートリンク,サービス業
2494,メディカル・ケア・サービス,サービス業
2495,アキナジスタ,サービス業
2496,アルク,サービス業
2497,ユナイテッド,サービス業
2498,オリエンタルコンサルタンツ HD,サービス業
2499,日本和装 HD,サービス業
2501,サッポロ HD,食料品
2502,アサヒグループ HD,食料品
2503,キリン HD,食料品
2531,宝 HD,食料品
2533,オエノン HD,食料品
2536,メルシャン,食料品
2538,ジャパン・フード&リカー・アライアンス,食料品
2540,養命酒製造,食料品
2551,マルサンアイ,食料品
2572,三国コカ・コーラボトリング,食料品
2573,北海道コカ・コーラボトリング,食料品
2578,四国コカ・コーラボトリング,食料品
2579,コカ・コーラボトラーズジャパン HD,食料品
2580,コカ・コーラボトラーズジャパン,食料品
2585,ライフドリンクカンパニー,食料品
2586,フルッタフルッタ,食料品
2587,サントリー食品インターナショナル,食料品
2588,プレミアムウォーター HD,食料品
2589,ゴールドパック,食料品
2590,ダイドーグループ HD,食料品
2593,伊藤園,食料品
2594,キーコーヒー,食料品
2597,ユニカフェ,食料品
2599,ジャパンフーズ,食料品
2602,日清オイリオグループ,食料品
2607,不二製油,食料品
2608,ボーソー油脂,食料品
2611,攝津製油,食料品
2612,かどや製油,食料品
2613,J-オイルミルズ,食料品
2651,ローソン,小売業
2652,まんだらけ,小売業
2653,イオン九州,小売業
2654,アスモ,卸売業
2655,イオン東北,小売業
2656,ベクター HD,小売業
2657,インターニックス,卸売業
2658,ウライ,卸売業
2659,サンエー,小売業
2660,キリン堂,小売業
2662,ダイユーエイト,小売業
2664,カワチ薬品,小売業
2665,三井情報,情報・通信業
2666,オートウェーブ,小売業
2667,イメージワン,卸売業
2668,タビオ,卸売業
2669,カネ美食品,小売業
2670,エービーシー・マート,小売業
2673,夢みつけ隊,小売業
2674,ハードオフコーポレーション,小売業
2675,ダイナック HD,小売業
2676,高千穂交易,卸売業
2678,アスクル,小売業
2679,K-GOLDインターナショナル,小売業
2681,ゲオ HD,小売業
2682,ジューテック,卸売業
2683,魚喜,小売業
2684,ジパング,鉱業
2685,アンドエスティHD,小売業
2686,ジーフット,小売業
2687,シー・ヴイ・エス・ベイエリア,小売業
2689,オルバヘルスケア HD,卸売業
2690,ソフマップ,小売業
2692,伊藤忠食品,卸売業
2693,YKT,卸売業
2694,焼肉坂井 HD,小売業
2695,くら寿司,小売業
2696,大和フーヅ,小売業
2698,キャンドゥ,小売業
2700,木徳神糧,卸売業
2702,日本マクドナルド HD,小売業
2703,日本ライトン,卸売業
2705,大戸屋 HD,小売業
2706,ブロッコリー,小売業
2708,久世,卸売業
2710,シーエスロジネット,卸売業
2712,スターバックスコーヒージャパン,小売業
2714,プラマテルズ,卸売業
2715,エレマテック,卸売業
2718,マツモトキヨシ九州販売,小売業
2719,キタムラ,小売業
2721,ジェイ HD,卸売業
2722,IK HD,小売業
2724,インスパイアー,卸売業
2725,アイ・ティー・エックス(ITX),卸売業
2726,パルグループ HD,小売業
2727,テンコーポレーション,小売業
2729,JALUX,卸売業
2730,エディオン,小売業
2733,あらた,卸売業
2734,サーラコーポレーション,小売業
2735,ワッツ,小売業
2736,フェスタリア HD,小売業
2737,トーメンデバイス,卸売業
2738,バルス,小売業
2742,ハローズ,小売業
2743,ピクセルカンパニーズ,卸売業
2744,ウイン・インターナショナル,卸売業
2747,北雄ラッキー,小売業
2749,JP HD,サービス業
2750,石光商事,卸売業
2751,テンポス HD,卸売業
2752,フジオフードG,小売業
2753,あみやき亭,小売業
2754,東葛 HD,小売業
2757,オストジャパングループ,小売業
2759,アイフラッグ,卸売業
2760,東京エレクトロンデバイス,卸売業
2761,トシン・グループ,卸売業
2762,SANKO MARKETING FOODS,小売業
2763,エフティグループ,卸売業
2764,ひらまつ,小売業
2766,日本風力開発,卸売業
2767,円谷フィールズ HD,卸売業
2768,双日,卸売業
2769,ヴィレッジヴァンガードコーポレーション,小売業
2772,ゲンキー,小売業
2773,ミューチュアル,機械
2774,一髙たかはし,小売業
2776,新都 HD,卸売業
2777,カッシーナ・イクスシー,卸売業
2778,パレモHD,小売業
2780,コメ兵 HD,小売業
2782,セリア,小売業
2784,アルフレッサ HD,卸売業
2786,サッポロドラッグストアー,小売業
2788,アップルインターナショナル,卸売業
2789,カルラ,小売業
2790,ナフコ,小売業
2791,大黒天物産,小売業
2792,ハニーズ HD,小売業
2795,日本プリメックス,卸売業
2796,ファーマライズ HD,サービス業
2798,ワイズテーブルコーポレーション,小売業
2799,パイオン,情報・通信業
2801,キッコーマン,食料品
2802,味の素,食料品
2804,ブルドックソース,食料品
2805,ヱスビー食品,食料品
2806,ユタカフーズ,食料品
2809,キユーピー,食料品
2810,ハウス食品G,食料品
2811,カゴメ,食料品
2812,焼津水産化学工業,食料品
2813,和弘食品,食料品
2814,佐藤食品工業,食料品
2815,アリアケジャパン,食料品
2816,ダイショー,食料品
2817,ギャバン,食料品
2818,ピエトロ,食料品
2819,エバラ食品工業,食料品
2820,やまみ,食料品
2830,アヲハタ,食料品
2831,はごろもフーズ,食料品
2871,ニチレイ,食料品
2872,セイヒョー,食料品
2874,横浜冷凍,卸売業
2875,東洋水産,食料品
2876,デルソーレ,食料品
2877,日東ベスト,食料品
2882,イートアンド HD,食料品
2883,大冷,食料品
2884,ヨシムラ・フードHD,サービス業
2891,オリエンタル酵母工業,食料品
2892,日本食品化工,食料品
2893,ローマイヤ,食料品
2894,石井食品,食料品
2897,日清食品 HD,食料品
2898,ソントン食品工業,食料品
2899,永谷園 HD,食料品
2901,ウェルディッシュ,食料品
2902,太陽化学,食料品
2903,シノブフーズ,食料品
2904,一正蒲鉾,食料品
2905,オーケー食品工業,食料品
2906,ホッコク,食料品
2907,あじかん,食料品
2908,フジッコ,食料品
2909,トオカツフーズ,食料品
2910,ロック・フィールド,食料品
2911,旭松食品,食料品
2912,鐘崎,食料品
2913,フジフーズ,食料品
2914,日本たばこ産業,食料品
2915,ケンコーマヨネーズ,食料品
2916,仙波糖化工業,食料品
2917,大森屋,食料品
2918,わらべや日洋 HD,食料品
2919,マルタイ,食料品
2921,フクシマフーズ,食料品
2922,なとり,食料品
2923,サトウ食品,食料品
2924,イフジ産業,食料品
2925,ピックルスコーポレーション,食料品
2926,篠崎屋,食料品
2927,AFC-HDアムスライフサイエンス,食料品
2928,RIZAPグループ,小売業
2929,ファーマフーズ,食料品
2930,北の達人コーポレーション,化学
2931,ユーグレナ,食料品
2932,STIフード HD,食料品
2933,紀文食品,食料品
2934,ジェイフロンティア,情報・通信業
2935,ピックルス HD,食料品
2936,ベースフード,小売業
2937,サンクゼール,食料品
2938,オカムラ食品工業,食料品
2961,日本調理機,機械
2962,テクニスコ,金属製品
2970,GLC GROUP,不動産業
2974,大英産業,不動産業
2975,スター・マイカHD,不動産業
2976,日本グランデ,不動産業
2978,ツクルバ,不動産業
2980,SRE HD,不動産業
2981,ランディックス,不動産業
2982,ADワークスグループ,不動産業
2983,アールプランナー,不動産業
2984,ヤマイチエステート,不動産業
2986,LA HD,不動産業
2987,タスキ,不動産業
2991,ランドネット,不動産業
2993,長栄,不動産業
2997,ストレージ王,不動産業
2998,クリアル,不動産業
2999,ホームポジション,不動産業
3001,片倉工業,繊維製品
3002,グンゼ,繊維製品
3003,ヒューリック,不動産業
3004,神栄,卸売業
3010,ポラリスHD,サービス業
3011,バナーズ,小売業
3020,アプライド,小売業
3021,パシフィックネット,小売業
3022,山下医科器械,卸売業
3023,ラサ商事,卸売業
3024,クリエイト,卸売業
3027,レデイ薬局,小売業
3028,アルペン,小売業
3030,ハブ,小売業
3031,ラクーン HD,卸売業
3032,ゴルフ・ドゥ,小売業
3034,クオール HD,小売業
3035,ケイティケイ,卸売業
3036,アルコニックス,卸売業
3037,スタイライフ,小売業
3038,神戸物産,卸売業
3040,ソリトンシステムズ,情報・通信業
3041,ビューティカダン HD,卸売業
3042,セキュアヴェイル,情報・通信業
3043,モジュレ,卸売業
3045,カワサキ,卸売業
3046,ジンズ HD,小売業
3047,TRUCK-ONE,卸売業
3048,ビックカメラ,小売業
3049,エノテカ,小売業
3050,DCM HD,小売業
3052,協和医科器械,卸売業
3053,ペッパーフードサービス,小売業
3054,ハイパー,卸売業
3055,ほくやく・竹山 HD,卸売業
3057,ゼットン,小売業
3058,三洋堂 HD,小売業
3059,ヒラキ,小売業
3060,マガシーク,小売業
3061,KFE JAPAN,卸売業
3063,ジェイグループ HD,小売業
3064,MonotaRO,小売業
3065,ライフフーズ,小売業
3066,JBイレブン,小売業
3067,東京一番フーズ,小売業
3068,WDI,小売業
3069,JFLA HD,小売業
3070,ジェリービーンズグループ,卸売業
3071,ストリーム,小売業
3073,DDグループ,小売業
3075,銚子丸,小売業
3076,あい HD,卸売業
3077,ホリイフードサービス,小売業
3078,ユニバース,小売業
3079,ディーブイエックス,卸売業
3080,ジェーソン,小売業
3082,きちり HD,小売業
3083,スターシーズ,小売業
3085,アークランドサービス HD,小売業
3086,J.フロントリテイリング,小売業
3087,ドトール・日レス HD,小売業
3088,マツキヨココカラ&カンパニー,小売業
3089,テクノアルファ,卸売業
3090,ミネルヴァHD,小売業
3091,ブロンコビリー,小売業
3092,ZOZO,小売業
3093,トレジャー・ファクトリー,小売業
3094,スーパーバリュー,小売業
3095,エレマテック(旧会社名大西電気),卸売業
3096,オーシャンシステム,小売業
3097,物語コーポレーション,小売業
3098,ココカラファイングループ,小売業
3099,三越伊勢丹 HD,小売業
3101,東洋紡,化学
3103,ユニチカ,繊維製品
3104,富士紡 HD,繊維製品
3105,日清紡 HD,電気機器
3106,倉敷紡績,繊維製品
3107,ダイワボウ HD,卸売業
3109,シキボウ,繊維製品
3110,日東紡績,ガラス・土石製品
3111,オーミケンシ,繊維製品
3113,UNIVA・Oak HD,証券、商品先物取引業
3114,プロジェHD,繊維製品
3116,トヨタ紡織,輸送用機器
3121,マーチャント・バンカーズ,サービス業
3123,サイボー,繊維製品
3125,新内外綿,繊維製品
3129,ファブリカトヤマ,繊維製品
3131,シンデン・ハイテックス,卸売業
3132,マクニカ HD,卸売業
3133,海帆,小売業
3134,Hamee,小売業
3135,マーケットエンタープライズ,サービス業
3136,エコノス,小売業
3137,ファンデリー,小売業
3138,富士山マガジンサービス,小売業
3139,ラクト・ジャパン,卸売業
3140,BRUNO,卸売業
3141,ウエルシア HD,小売業
3143,オーウイル,卸売業
3146,らでぃっしゅぼーや,サービス業
3147,リックコーポレーション,小売業
3148,クリエイトSD HD,小売業
3150,グリムス,卸売業
3151,バイタルケーエスケーHD,卸売業
3153,八洲電機,卸売業
3154,メディアス HD,卸売業
3156,レスター,卸売業
3157,ジオリーブグループ,卸売業
3159,丸善CHI HD,小売業
3160,大光,卸売業
3161,アゼアス,卸売業
3163,トータル・メディカルサービス,小売業
3165,フーマイスターエレクトロニクス,卸売業
3166,OCHI HD,卸売業
3167,TOKAI HD,卸売業
3168,MERF,卸売業
3169,ミサワ,小売業
3170,アイセイ薬局,小売業
3171,マックスバリュ九州,小売業
3172,ティーライフ,小売業
3173,Cominix,卸売業
3174,ハピネス・アンド・ディ,小売業
3175,エー・ピー HD,小売業
3176,三洋貿易,卸売業
3177,ありがとうサービス,小売業
3178,チムニー,小売業
3179,シュッピン,小売業
3180,ビューティガレージ,卸売業
3181,買取王国,小売業
3182,オイシックス・ラ・大地,サービス業
3183,ウイン・パートナーズ,卸売業
3184,ICDA HD,小売業
3185,夢展望,小売業
3186,ネクステージ,小売業
3187,ミラタップ,小売業
3188,エコグリーン,パルプ・紙
3189,ANAP HD,小売業
3190,ホットマン,小売業
3191,ジョイフル本田,小売業
3192,白鳩,小売業
3193,エターナルホスピタリティグループ,小売業
3194,キリン堂 HD,小売業
3195,ジェネレーションパス,小売業
3196,ホットランド HD,小売業
3197,すかいらーく HD,小売業
3198,SFP HD,小売業
3199,綿半 HD,小売業
3201,日本毛織,繊維製品
3202,ダイトウボウ,繊維製品
3204,トーア紡コーポレーション,繊維製品
3205,ダイドーリミテッド,繊維製品
3209,カネヨウ,卸売業
3211,太陽毛絲紡績,繊維製品
3216,御幸毛織,繊維製品
3221,ヨシックス HD,小売業
3222,ユナイテッド・スーパーマーケットHD,小売業
3223,エスエルディー,小売業
3224,ゼネラル・オイスター,小売業
3225,東京建物不動産販売,不動産業
3228,メルディア,不動産業
3230,スター・マイカ,不動産業
3231,野村不動産 HD,不動産業
3232,三重交通グループ HD,不動産業
3233,ファンドクリエーション,サービス業
3235,トラストパーク,不動産業
3236,プロパスト,不動産業
3237,イントランス,不動産業
3238,セントラル総合開発,不動産業
3239,総和地所,不動産業
3241,ウィル,不動産業
